id	分类模块	族	类型	英文	中文	状态
	界面文案	按键与控制	ui	[$[action_equipment_use]] Toggle control [$[action_equipment_secondary]] cycle frequency	[$[action_equipment_use]] 控制开关 [$[action_equipment_secondary]] 循环切换频率	ok
	界面文案	按键与控制	ui	[$[action_equipment_use]] Toggle strobe [$[action_equipment_secondary]] Toggle MOB mode	[$[action_equipment_use]]切换到频闪模式 [$[action_equipment_secondary]]切换到MOB(落水)模式	ok
	界面文案	按键与控制	ui	[$[action_equipment_use]] Toggle infrared strobe [$[action_equipment_secondary]] Toggle MOB mode	[$[action_equipment_use]] 切换红外模式 [$[action_equipment_secondary]] 切换MOB(落水)模式	ok
	界面文案	按键与控制	ui	[$[action_equipment_use]] Toggle transmit [$[action_equipment_secondary]] Toggle MOB mode	[$[action_equipment_use]] 通信开关 [$[action_equipment_secondary]] 切换MOB(落水)模式	ok
	界面文案	按键与控制	ui	[$[action_equipment_use]] Repair	[$[action_equipment_use]] 修理	ok
	界面文案	通用界面	ui	Detailed	详细	ok
	界面文案	通用界面	ui	Simple	简单的	ok
	界面文案	通用界面	ui	Incapacitated	丧失行动能力的	ok
	界面文案	载具与工坊	ui	Respawn	重生	ok
	界面文案	载具与工坊	ui	Respawning is Disabled	重生已被禁用	ok
	界面文案	载具与工坊	ui	Spawn Vehicle	生成载具	ok
	界面文案	载具与工坊	ui	There is already a vehicle in the edit zone, are you sure you would like to spawn this vehicle?	编辑区域已经存在一台载具了,确定要在此之上继续生成吗?	ok
	界面文案	通用界面	ui	Unload	卸载弹药	ok
	界面文案	通用界面	ui	Reload	重新装弹	ok
	界面文案	通用界面	ui	Light Auto Ammo Box	轻型自动火炮弹药箱	ok
	界面文案	通用界面	ui	Rotary Auto Ammo Box	转管自动火炮弹药箱	ok
	界面文案	通用界面	ui	Heavy Auto Ammo Box	重型自动火炮弹药箱	ok
	界面文案	通用界面	ui	Battle Shell	坦克炮弹	ok
	界面文案	通用界面	ui	Artillery Shell	大型榴弹	ok
	界面文案	物理与机制	ui	Temperature	温度	ok
	界面文案	通用界面	ui	Auto Refuel	自动补充燃料	ok
	界面文案	载具与工坊	ui	Third Person Vehicle	第三人称载具	ok
	界面文案	通用界面	ui	BLUEPRINT UNLOCK	蓝图解锁	ok
	界面文案	通用界面	ui	BLUEPRINT	蓝图	ok
	界面文案	通用界面	ui	AI	AI	ok
	界面文案	通用界面	ui	Ship Pilot	船只驾驶员	ok
	界面文案	载具与工坊	ui	Helicopter Pilot	直升机驾驶员	ok
	界面文案	载具与工坊	ui	Plane Pilot	飞机驾驶员	ok
	界面文案	通用界面	ui	Gunner	武器操作员	ok
	界面文案	通用界面	ui	Light Autocannon Ammo (Kinetic)	轻型自动火炮弹药(动能)	ok
	界面文案	通用界面	ui	Light Autocannon Ammo (High Explosive)	轻型自动火炮弹药(高爆)	ok
	界面文案	通用界面	ui	Light Autocannon Ammo (Fragmentation)	轻型自动火炮弹药(破片)	ok
	界面文案	通用界面	ui	Light Autocannon Ammo (Armor Piercing)	轻型自动火炮弹药(穿甲)	ok
	界面文案	通用界面	ui	Light Autocannon Ammo (Incendiary)	轻型自动火炮弹药(燃烧)	ok
	界面文案	通用界面	ui	Rotary Autocannon Ammo (Kinetic)	转管自动火炮弹药(动能)	ok
	界面文案	通用界面	ui	Rotary Autocannon Ammo (High Explosive)	转管自动火炮弹药(高爆)	ok
	界面文案	通用界面	ui	Rotary Autocannon Ammo (Fragmentation)	转管自动火炮弹药(破片)	ok
	界面文案	通用界面	ui	Rotary Autocannon Ammo (Armor Piercing)	转管自动火炮弹药(穿甲)	ok
	界面文案	通用界面	ui	Rotary Autocannon Ammo (Incendiary)	转管自动火炮弹药(燃烧)	ok
	界面文案	通用界面	ui	Heavy Autocannon Ammo (Kinetic)	重型自动火炮弹药(动能)	ok
	界面文案	通用界面	ui	Heavy Autocannon Ammo (High Explosive)	重型自动火炮弹药(高爆)	ok
	界面文案	通用界面	ui	Heavy Autocannon Ammo (Fragmentation)	重型自动火炮弹药(破片)	ok
	界面文案	通用界面	ui	Heavy Autocannon Ammo (Armor Piercing)	重型自动火炮弹药(穿甲)	ok
	界面文案	通用界面	ui	Heavy Autocannon Ammo (Incendiary)	重型自动火炮弹药(燃烧)	ok
	界面文案	通用界面	ui	Battle Cannon Shell (Kinetic)	坦克主炮炮弹(动能)	ok
	界面文案	通用界面	ui	Battle Cannon Shell (High Explosive)	坦克主炮炮弹(高爆)	ok
	界面文案	通用界面	ui	Battle Cannon Shell (Fragmentation)	坦克主炮炮弹(破片)	ok
	界面文案	通用界面	ui	Battle Cannon Shell (Armor Piercing)	坦克主炮炮弹(穿甲)	ok
	界面文案	通用界面	ui	Battle Cannon Shell (Incendiary)	坦克主炮炮弹(燃烧)	ok
	界面文案	通用界面	ui	Artillery Cannon Shell (Kinetic)	大型榴弹(动能)	ok
	界面文案	通用界面	ui	Artillery Cannon Shell (High Explosive)	大型榴弹(高爆)	ok
	界面文案	通用界面	ui	Artillery Cannon Shell (Fragmentation)	大型榴弹(破片)	ok
	界面文案	通用界面	ui	Artillery Cannon Shell (Armor Piercing)	大型榴弹(穿甲)	ok
	界面文案	通用界面	ui	Artillery Cannon Shell (Incendiary)	大型榴弹(燃烧)	ok
	界面文案	通用界面	ui	C-4 Explosive	C-4炸药	ok
	界面文案	通用界面	ui	C-4 Detonator	C-4起爆器	ok
	界面文案	通用界面	ui	Speargun	鱼叉枪	ok
	界面文案	通用界面	ui	Speargun Ammo	鱼叉枪弹药	ok
	界面文案	通用界面	ui	Pistol	手枪	ok
	界面文案	通用界面	ui	Pistol Ammo	手枪弹药	ok
	界面文案	通用界面	ui	Grenade	手榴弹	ok
	界面文案	通用界面	ui	Search and Destroy DLC	搜索并歼灭DLC	ok
	界面文案	通用界面	ui	Modular Engines	模块化引擎	ok
	界面文案	通用界面	ui	Medium Modular Engines	中型模块化引擎	ok
	界面文案	通用界面	ui	Heavy Modular Engines	重型模块化引擎	ok
	界面文案	生物与角色	ui	Hazmat Outfit	防化服	ok
	界面文案	通用界面	ui	Radiation Detector	辐射探测器	ok
	界面文案	按键与控制	ui	[$[action_equipment_use]] Toggle detector	[$[action_equipment_use]] 开启探测器	ok
	界面文案	通用界面	ui	Hazmat	危险品	ok
	界面文案	通用界面	ui	Coal	煤炭	ok
	界面文案	多人游戏与服务器	ui	Steam Power	蒸汽动力	ok
	界面文案	通用界面	ui	Nuclear Power	核动力	ok
	界面文案	通用界面	ui	Load	装载	ok
	界面文案	通用界面	ui	Unload	卸载	ok
	界面文案	通用界面	ui	Clean Radiation	清除辐射	ok
	界面文案	通用界面	ui	Weapons	武器	ok
	界面文案	通用界面	ui	Machine Gun Ammo Box (Kinetic)	机枪弹药箱(动能)	ok
	界面文案	通用界面	ui	Machine Gun Ammo Box (High Explosive)	机枪弹药箱(高爆)	ok
	界面文案	通用界面	ui	Machine Gun Ammo Box (Fragmentation)	机枪弹药箱(破片)	ok
	界面文案	通用界面	ui	Machine Gun Ammo Box (Armor Piercing)	机枪弹药箱(穿甲)	ok
	界面文案	通用界面	ui	Machine Gun Ammo Box (Incendiary)	机枪弹药箱(燃烧)	ok
	界面文案	通用界面	ui	Ammo Caliber	弹药口径	ok
	界面文案	通用界面	ui	Machine Gun	机枪	ok
	界面文案	通用界面	ui	Light Autocannon	轻型自动火炮	ok
	界面文案	通用界面	ui	Rotary Autocannon	转管自动火炮	ok
	界面文案	通用界面	ui	Heavy Autocannon	重型自动火炮	ok
	界面文案	通用界面	ui	Battle Cannon	坦克主炮	ok
	界面文案	通用界面	ui	Artillery Cannon	榴弹炮	ok
	界面文案	通用界面	ui	Bertha Cannon	贝莎巨炮	ok
	界面文案	通用界面	ui	Ammo Type	弹药类型	ok
	界面文案	通用界面	ui	Unloaded	未装填	ok
	界面文案	通用界面	ui	Kinetic	动能	ok
	界面文案	通用界面	ui	High Explosive	高爆	ok
	界面文案	通用界面	ui	Fragmentation	破片	ok
	界面文案	通用界面	ui	Armor Piercing	穿甲	ok
	界面文案	通用界面	ui	Incendiary	燃烧	ok
	界面文案	通用界面	ui	K	动能	ok
	界面文案	通用界面	ui	HE	高爆	ok
	界面文案	通用界面	ui	FRAG	破片	ok
	界面文案	通用界面	ui	AP	穿甲	ok
	界面文案	通用界面	ui	I	燃烧	ok
	界面文案	通用界面	ui	SMG	冲锋枪	ok
	界面文案	通用界面	ui	SMG Ammo	冲锋枪弹药	ok
	界面文案	通用界面	ui	Rifle	步枪	ok
	界面文案	通用界面	ui	Rifle Ammo	步枪弹药	ok
	界面文案	按键与控制	ui	[$[action_equipment_use]] Place	[$[action_equipment_use]] 地点	ok
	界面文案	按键与控制	ui	[$[action_equipment_use]] Detonate	[$[action_equipment_use]] 起爆	ok
	界面文案	按键与控制	ui	[$[action_equipment_use]] Fire [$[action_equipment_secondary]] Reload	[$[action_equipment_use]]开火[$[action_equipment_secondary]]重新装填	ok
	界面文案	按键与控制	ui	[$[action_equipment_use]] Reload	[$[action_equipment_use]]重新装填	ok
	界面文案	按键与控制	ui	[$[action_equipment_use]] Throw	[$[action_equipment_use]]投掷	ok
	界面文案	通用界面	ui	Camera Shake	镜头抖动	ok
	界面文案	通用界面	ui	Trigger	触发	ok
	界面文案	微控制器与 Lua	ui	GRAPH NODE	路径点	ok
	界面文案	微控制器与 Lua	ui	ADD GRAPH NODE	添加路径点	ok
	界面文案	微控制器与 Lua	ui	Add a linkable node to provide data for advanced AI pathing or use as a generic marker.	添加可链接节点，为AI寻路功能提供数据，或用作通用标记	ok
	界面文案	微控制器与 Lua	ui	Link node.	链接节点	ok
	界面文案	通用界面	ui	UI	用户界面[UI]	ok
	界面文案	通用界面	ui	Objects	物体[Objects]	ok
	界面文案	载具与工坊	ui	Vehicles	载具[Vehicles]	ok
	界面文案	通用界面	ui	Game	游戏[Game]	ok
	界面文案	通用界面	ui	Designator	标志符[Designator]	ok
	界面文案	通用界面	ui	Fin Influence	弹翼舵效[Fin Influence]	ok
	界面文案	通用界面	ui	Closed	关闭	ok
	界面文案	通用界面	ui	Group: Active	组别:活动的	ok
	界面文案	通用界面	ui	Group: Date	组别:日期	ok
	界面文案	载具与工坊	ui	Spawn Whirlpool	生成漩涡	ok
	界面文案	通用界面	ui	Cancel Whirlpool	取消漩涡	ok
	界面文案	载具与工坊	ui	Spawn Tornado	生成龙卷风	ok
	界面文案	通用界面	ui	Cancel Tornado	取消龙卷风	ok
	界面文案	载具与工坊	ui	Spawn Meteor	生成流星	ok
	界面文案	载具与工坊	ui	Spawn Meteor Shower	生成流星雨	ok
	界面文案	载具与工坊	ui	Spawn Eruption	生成火山爆发	ok
	界面文案	通用界面	ui	Xmas Tree	圣诞树	ok
	界面文案	通用界面	ui	Xmas Stormworks	圣诞风暴工程	ok
	界面文案	通用界面	ui	Xmas Stormworks 2	圣诞风暴工程2	ok
	界面文案	通用界面	ui	Xmas Reindeer	圣诞节驯鹿	ok
	界面文案	通用界面	ui	Xmas Elf	圣诞精灵	ok
	界面文案	通用界面	ui	Xmas Nutcracker	圣诞胡桃夹子	ok
	界面文案	通用界面	ui	Xmas Elf Hat	圣诞精灵帽	ok
	界面文案	通用界面	ui	Xmas Winter Hat	圣诞帽	ok
	界面文案	通用界面	ui	Xmas Tree Hat	圣诞树帽	ok
	界面文案	通用界面	ui	Xmas Tophat/Scarf	圣诞礼帽/围巾	ok
	界面文案	通用界面	ui	Xmas Pudding	圣诞布丁	ok
	界面文案	通用界面	ui	Xmas Party Hat	圣诞派对帽	ok
	界面文案	通用界面	ui	Xmas Elf Costume	圣诞精灵服装	ok
	界面文案	通用界面	ui	Ushanka	雷锋帽	ok
	界面文案	通用界面	ui	Sheriff Hat	警长帽	ok
	界面文案	通用界面	ui	Raf Sidecap	皇家空军船形帽	ok
	界面文案	通用界面	ui	Raf Officer Hat	皇家空军军官帽	ok
	界面文案	通用界面	ui	Navy Sidecap	海军船形帽	ok
	界面文案	通用界面	ui	Navy Officer Hat	海军军官帽	ok
	界面文案	通用界面	ui	k6 3 Helmet	K6-3头盔	ok
	界面文案	通用界面	ui	WZ 063 Helmet	Wz.63头盔	ok
	界面文案	通用界面	ui	Helmet Visor	头盔面罩	ok
	界面文案	载具与工坊	ui	Heli Helmet	直升机头盔	ok
	界面文案	通用界面	ui	Helmet Headset	头盔耳机	ok
	界面文案	通用界面	ui	Cap	帽子	ok
	界面文案	通用界面	ui	Boonie Hat	布尼帽	ok
	界面文案	通用界面	ui	Bomb Disposal Helmet	拆弹头盔	ok
	界面文案	生物与角色	ui	Beret	贝雷帽	ok
	界面文案	通用界面	ui	Army Sidecap	陆军船形帽	ok
	界面文案	通用界面	ui	Army Officer	陆军军官帽	ok
	界面文案	通用界面	ui	Suit Bowtie	西装领结	ok
	界面文案	通用界面	ui	Suit	西装	ok
	界面文案	通用界面	ui	Safety Vest	安全背心	ok
	界面文案	通用界面	ui	Raf Suit	皇家空军套装	ok
	界面文案	通用界面	ui	Plate Vest	战术背心	ok
	界面文案	通用界面	ui	Navy Uniform	海军制服	ok
	界面文案	通用界面	ui	Navy Suit	海军套装	ok
	界面文案	通用界面	ui	Messenger Bag	邮差包	ok
	界面文案	通用界面	ui	Chest rig	战术胸挂	ok
	界面文案	生物与角色	ui	Bomb Disposal Outfit	拆弹服	ok
	界面文案	通用界面	ui	Black Hawk Vest	黑鹰背心	ok
	界面文案	通用界面	ui	Backpack	背包	ok
	界面文案	通用界面	ui	Assault Pack	战术背包	ok
	界面文案	通用界面	ui	Army Uniform	陆军制服	ok
	界面文案	通用界面	ui	Army Suit	陆军套装	ok
	界面文案	通用界面	ui	Armour Vest	防弹背心	ok
	界面文案	通用界面	ui	Use	使用	ok
	界面文案	通用界面	ui	Keyboard	键盘	ok
	界面文案	通用界面	ui	Gamepad	手柄	ok
	界面文案	通用界面	ui	Move X	移动X轴	ok
	界面文案	通用界面	ui	Move Y	移动Y轴	ok
	界面文案	通用界面	ui	View X	视角X轴	ok
	界面文案	通用界面	ui	View Y	视角Y轴	ok
	界面文案	通用界面	ui	HOTAS	HOTAS	ok
	界面文案	通用界面	ui	Pause	暂停	ok
	界面文案	通用界面	ui	Slow	慢速	ok
	界面文案	通用界面	ui	Fast	快速	ok
	界面文案	通用界面	ui	Very Fast	非常快	ok
	界面文案	通用界面	ui	Navigate X	载具X轴	ok
	界面文案	通用界面	ui	Navigate Y	载具Y轴	ok
	界面文案	通用界面	ui	Navigate Up	载具向上	ok
	界面文案	通用界面	ui	Navigate Down	载具向下	ok
	界面文案	通用界面	ui	Navigate Left	载具向左	ok
	界面文案	通用界面	ui	Navigate Right	载具向右	ok
	界面文案	通用界面	ui	Select/Confirm	选择/确认	ok
	界面文案	通用界面	ui	Context	内容	ok
	界面文案	通用界面	ui	Tab Left	向左切换	ok
	界面文案	通用界面	ui	Tab Right	向右切换	ok
	界面文案	通用界面	ui	Free View	自由查看	ok
	界面文案	通用界面	ui	Hotkey	快捷键	ok
	界面文案	通用界面	ui	Body Warmer	无袖棉夹克	ok
	界面文案	通用界面	ui	Cardigan	羊毛衫	ok
	界面文案	生物与角色	ui	Hoodie Down	帽衫羽绒服	ok
	界面文案	生物与角色	ui	Hoodie Up	连帽衫	ok
	界面文案	通用界面	ui	Leggings	紧身裤	ok
	界面文案	通用界面	ui	Puffer Jacket	羽绒夹克	ok
	界面文案	通用界面	ui	Raincoat	雨衣	ok
	界面文案	通用界面	ui	Varsity Jacket	棒球夹克	ok
